"As:1,As:2,As:3,As:4,As:5,As:6,Qz:1,Qz:2,Qz:3,Qz:4,Qz:5,Qz:6,Qz:7,Qz:8,S-I:1,S-I,S-II:1,S-II,Final:1,Final,sheet,Proj:1,Proj,S-I:2,S-I:3,S-II:2,S-II:3,Final:2,Final:3,Final:4,Final:5,assign_sum,quiz_sum"
"0.0,0.0,46.0,17.0,106.0,64.0,2.0,4.082,0.0,5.0,4.071854838709677,1.5,9.0,2.0,9.0,3.37,11.5,4.31,37.25,16.76,2,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,233.0,19.5"
"0.0,70.0,71.0,24.0,75.0,70.0,2.0,4.082,1.0,2.0,7.0,4.303037974683544,6.0,2.0,10.0,3.75,15.0,5.62,48.0,21.6,2,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,310.0,20.0"
"82.0,60.0,52.0,38.0,22.0,64.2542372881356,3.5,8.0,2.0,10.0,2.0,5.0,5.983970588235294,2.0,22.25,8.34,19.5,7.31,44.0,19.8,2,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,254.0,32.5"
"97.0,0.0,98.0,48.0,116.0,77.0,5.0,6.0,2.0,10.0,2.0,4.303037974683544,10.0,2.0,32.0,12.0,24.5,9.18,57.25,25.76,2,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,436.0,37.0"
"127.0,68.0,98.0,47.0,118.0,76.0,5.0,10.0,4.0,10.0,4.0,5.0,12.0,2.0,35.25,13.21,32.0,12.0,76.25,34.31,2,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,534.0,52.0"
"76.0,30.0,61.1,45.0,97.0,68.0,1.5,5.0,2.0,2.0,3.0,1.5,12.0,2.0,12.75,4.78,11.0,4.12,51.0,22.95,2,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,377.1,29.0"
"124.0,57.0,74.0,25.0,59.0,37.0,2.0,5.0,0.0,8.0,2.0,1.5,8.0,2.0,19.0,7.12,19.5,7.31,37.75,16.98,2,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,376.0,28.5"
"83.0,55.0,33.1,37.0,69.0,55.0,2.5,7.0,0.0,2.0,4.071854838709677,1.5,5.0,2.0,11.75,4.4,6.0,2.25,26.5,11.92,2,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,332.1,20.0"
"117.0,64.0,98.0,45.0,99.0,77.0,1.0,5.0,0.0,7.0,5.0,1.0,6.0,2.0,14.75,5.53,11.5,4.31,39.0,17.55,2,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,500.0,27.0"
"124.0,68.0,99.0,48.0,117.0,73.0,4.0,8.0,1.0,10.0,10.0,0.0,12.0,2.0,22.75,8.53,23.5,8.81,66.75,30.03,2,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,529.0,47.0"
"105.0,60.0,79.0,44.0,109.0,68.0,4.0,5.0,0.0,2.0,2.0,1.5,7.0,2.0,20.0,7.5,10.5,3.93,40.25,18.11,2,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,465.0,23.5"
"0.0,52.0,82.0,33.0,86.0,64.2542372881356,3.5,4.082,0.0,1.0,2.0,1.5,12.0,2.0,12.5,4.68,8.0,3.0,34.0,15.3,2,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,253.0,22.0"
"57.40562015503876,68.0,70.01046511627908,41.0,88.0,75.0,1.0,5.0,1.0,0.0,0.0,0.0,11.0,2.0,8.5,3.18,14.184886363636366,6.097392996108949,7.0,3.15,2,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,272.0,20.0"
"0.0,67.0,54.0,34.0,105.0,51.0,2.0,4.0,2.0,0.0,7.0,0.0,5.983970588235294,2.0,22.5,8.43,11.5,4.31,51.25,23.06,2,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,311.0,17.0"
"94.0,60.0,83.0,19.6,74.0,55.0,1.5,6.0,0.0,1.0,3.0,2.5,9.0,2.0,18.5,6.93,7.25,2.71,46.5,20.92,2,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,385.6,25.0"
"0.0,40.0,38.7,17.0,67.0,47.0,2.0,6.0,0.0,1.0,0.0,0.0,6.0,2.0,4.25,1.59,7.25,2.71,16.5,7.42,2,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,209.7,17.0"
"77.0,65.0,37.0,34.0,80.0,54.0,2.5,6.0,4.669808429118774,2.0,0.0,1.5,5.983970588235294,2.0,14.25,5.34,6.5,2.43,28.5,12.82,2,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,347.0,14.0"
"0.0,50.0,56.0,33.0,89.0,57.0,2.0,3.0,0.0,2.0,0.0,0.0,8.0,2.0,15.75,5.9,4.5,1.68,38.5,17.32,2,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,285.0,17.0"
"0.0,56.0,25.4,14.0,64.50335570469798,64.2542372881356,2.0,3.0,0.0,0.0,4.071854838709677,4.303037974683544,5.983970588235294,2.0,2.5,0.93,1.25,0.46,5.5,2.47,2,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,95.4,5.0"
"0.0,62.0,82.0,35.0,115.0,57.0,3.5,5.0,1.0,3.0,1.0,2.0,12.0,2.0,20.5,7.68,15.0,5.62,47.75,21.48,2,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,351.0,29.5"
"0.0,60.0,82.0,29.0,97.0,57.0,5.0,3.0,4.669808429118774,10.0,2.0,1.5,12.0,2.0,19.0,7.12,9.5,3.56,43.5,19.57,2,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,325.0,35.5"
"3.75,3.75,3.75,3.75,3.75,64.2542372881356,1.66,1.66,1.66,1.66,1.66,1.66,1.66,2.0,15.0,15.0,15.0,15.0,40.0,40.0,3,3.0,3.0,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,18.75,11.62"
"80.0,100.0,120.0,60.0,80.0,64.2542372881356,10.0,10.0,10.0,10.0,10.0,10.0,12.0,2.0,40.0,6.9103076923076925,50.0,6.097392996108949,110.0,19.87473076923077,3,100.0,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,440.0,72.0"
"57.40562015503876,60.609266409266404,70.01046511627908,41.48149606299212,64.50335570469798,64.2542372881356,4.039692307692308,4.082,4.669808429118774,4.219453124999999,4.071854838709677,4.303037974683544,5.983970588235294,2.0,16.178571428571427,6.9103076923076925,14.184886363636366,6.097392996108949,36.43714285714285,19.87473076923077,3,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,0.0,0.0"
"73.0,60.609266409266404,74.0,42.0,64.50335570469798,64.2542372881356,9.0,2.0,4.669808429118774,8.0,5.0,8.0,6.0,2.0,29.0,10.87,14.5,4.34,41.25,15.0,3,70.0,2.1,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,189.0,38.0"
"67.5,60.609266409266404,90.0,55.0,59.0,64.2542372881356,10.0,4.5,7.0,10.0,7.0,6.0,3.0,2.0,31.5,11.81,32.0,9.6,71.75,26.09,3,75.0,2.25,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,271.5,47.5"
"67.0,44.0,80.0,0.0,64.50335570469798,64.2542372881356,7.0,2.0,8.0,4.219453124999999,4.071854838709677,4.303037974683544,5.983970588235294,2.0,10.5,3.93,0.5,0.15,6.0,2.18,3,0.0,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,191.0,17.0"
"57.40562015503876,60.609266409266404,70.01046511627908,20.0,46.0,64.2542372881356,0.0,6.5,6.0,6.5,6.0,7.0,5.0,2.0,22.0,8.25,9.6,2.88,38.5,14.0,3,45.0,1.35,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,66.0,37.0"
"27.25,51.5,102.0,0.0,70.0,64.2542372881356,10.0,3.5,6.5,2.0,4.0,4.303037974683544,4.5,2.0,26.5,9.93,8.5,2.54,26.75,9.72,3,70.0,2.1,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,250.75,30.5"
"53.5,64.5,86.0,37.0,50.0,64.2542372881356,8.5,7.0,10.0,6.0,9.5,7.0,3.5,2.0,25.5,9.56,35.0,10.5,47.25,17.18,3,65.0,1.95,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,291.0,51.5"
