"As:1,As:2,As:3,As:4,As:5,As:6,Qz:1,Qz:2,Qz:3,Qz:4,Qz:5,Qz:6,Qz:7,Qz:8,S-I:1,S-I,S-II:1,S-II,Final:1,Final,sheet,Proj:1,Proj,S-I:2,S-I:3,S-II:2,S-II:3,Final:2,Final:3,Final:4,Final:5,assign_sum,quiz_sum"
"27.5,69.0,71.0,48.0,47.0,64.2542372881356,4.5,2.0,1.0,0.0,4.0,6.0,6.0,2.0,11.0,4.12,4.0,1.2,24.5,8.9,3,80.0,2.4,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,262.5,23.5"
"72.5,82.0,101.0,57.0,67.0,64.2542372881356,6.0,6.0,8.5,6.0,4.0,10.0,6.0,2.0,35.0,13.12,20.0,6.0,58.25,21.18,3,50.0,1.5,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,379.5,46.5"
"65.5,62.5,96.0,56.0,46.0,64.2542372881356,7.0,2.5,9.0,2.0,4.0,5.0,5.983970588235294,2.0,12.0,4.5,25.0,7.5,46.0,16.72,3,50.0,1.5,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,326.0,29.5"
"43.0,74.0,71.0,28.0,39.0,64.2542372881356,2.5,0.0,7.0,8.5,5.0,4.0,4.5,2.0,8.5,3.18,7.3,2.19,19.75,7.18,3,30.0,0.9,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,255.0,31.5"
"65.0,81.5,70.01046511627908,48.0,30.0,64.2542372881356,2.0,0.0,7.5,2.0,8.0,2.0,5.983970588235294,2.0,9.0,3.37,1.3,0.39,20.75,7.54,3,60.0,1.8,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,224.5,21.5"
"74.0,52.0,119.0,60.0,80.0,64.2542372881356,10.0,9.5,8.0,5.0,7.0,10.0,7.5,2.0,33.5,12.56,42.0,12.6,67.0,24.36,3,85.0,2.54,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,385.0,57.0"
"69.0,81.5,115.0,60.0,78.0,64.2542372881356,3.5,2.0,9.0,6.0,8.0,6.0,5.983970588235294,2.0,16.0,6.0,18.3,5.49,47.75,17.36,3,55.0,1.65,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,403.5,34.5"
"61.0,42.0,83.0,0.0,0.0,64.2542372881356,10.0,0.0,6.0,8.5,9.0,7.0,4.5,2.0,15.5,5.81,23.5,7.05,47.75,17.36,3,65.0,1.95,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,186.0,45.0"
"22.25,38.5,65.5,26.0,0.0,64.2542372881356,2.5,0.0,3.5,4.0,6.0,6.0,1.0,2.0,1.5,0.56,2.8,0.84,25.0,9.09,3,30.0,0.9,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,152.25,23.0"
"57.40562015503876,60.609266409266404,70.01046511627908,41.48149606299212,64.50335570469798,64.2542372881356,4.039692307692308,0.0,2.5,4.0,4.0,1.0,1.5,2.0,5.0,1.87,1.0,0.3,10.0,3.63,3,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,0.0,13.0"
"53.5,29.5,78.0,0.0,0.0,64.2542372881356,6.5,4.0,6.0,6.0,10.0,5.0,7.0,2.0,24.5,9.18,26.5,7.95,41.25,15.0,3,55.0,1.65,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,161.0,44.5"
"49.0,76.0,107.0,58.0,0.0,64.2542372881356,7.0,4.0,4.0,6.0,7.0,5.0,7.5,2.0,11.0,4.12,15.5,4.65,48.5,17.63,3,70.0,2.1,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,290.0,40.5"
"24.25,69.0,75.0,48.0,76.0,64.2542372881356,5.5,2.0,4.0,6.0,2.0,6.0,3.5,2.0,13.5,5.06,21.3,6.39,41.25,15.0,3,35.0,1.05,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,292.25,29.0"
"71.0,83.0,113.0,60.0,76.0,64.2542372881356,7.0,4.5,4.0,5.0,9.0,4.303037974683544,4.0,2.0,24.5,9.18,13.5,4.05,39.0,14.18,3,80.0,2.4,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,403.0,33.5"
"53.0,87.0,96.0,0.0,0.0,64.2542372881356,7.5,3.5,5.5,2.0,6.0,3.0,4.0,2.0,19.0,7.12,17.0,5.09,39.5,14.36,3,70.0,2.1,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,236.0,31.5"
"63.5,0.0,97.0,57.0,77.0,64.2542372881356,0.0,7.0,8.0,6.0,10.0,5.0,7.0,2.0,17.0,6.37,17.5,5.25,42.25,15.36,3,95.0,2.85,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,294.5,43.0"
"61.0,65.0,81.0,0.0,69.0,64.2542372881356,6.5,8.5,3.0,6.0,4.0,4.303037974683544,5.983970588235294,2.0,14.5,5.43,2.0,0.6,19.25,7.0,3,35.0,1.05,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,276.0,28.0"
"69.5,82.5,90.0,58.0,76.0,64.2542372881356,7.0,1.0,9.0,6.0,9.0,7.0,5.983970588235294,2.0,18.0,6.75,24.5,7.35,51.0,18.54,3,60.0,1.8,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,376.0,39.0"
"61.5,51.5,70.0,0.0,55.0,64.2542372881356,7.0,2.5,4.0,6.0,9.0,10.0,4.0,2.0,16.5,6.18,16.3,4.88,39.0,14.18,3,50.0,1.5,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,238.0,42.5"
"51.0,80.0,116.0,51.0,74.0,64.2542372881356,7.5,2.5,6.0,6.0,8.0,7.0,5.0,2.0,27.5,10.31,13.5,4.05,38.0,13.81,3,70.0,2.1,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,372.0,42.0"
"70.0,79.5,101.0,58.0,58.0,64.2542372881356,9.0,9.5,8.0,8.5,8.0,7.0,8.5,2.0,27.5,10.31,29.5,8.85,50.5,18.36,3,80.0,2.4,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,366.5,58.5"
"65.5,0.0,76.0,40.0,52.0,64.2542372881356,10.0,5.0,8.0,4.219453124999999,3.0,0.0,5.5,2.0,10.0,3.75,4.5,1.35,17.5,6.36,3,90.0,2.7,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,233.5,31.5"
"66.5,37.0,70.01046511627908,41.48149606299212,64.50335570469798,64.2542372881356,3.0,2.0,1.5,4.219453124999999,4.071854838709677,4.303037974683544,5.983970588235294,2.0,11.5,4.31,14.184886363636366,6.097392996108949,8.0,2.9,3,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,103.5,6.5"
"59.5,53.5,87.0,46.0,75.0,64.2542372881356,7.0,2.5,3.5,6.0,4.0,2.0,3.5,2.0,20.5,7.68,23.9,7.17,50.75,18.45,3,70.0,2.1,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,321.0,28.5"
"46.5,0.0,88.0,46.0,56.0,64.2542372881356,9.0,4.082,1.5,5.0,10.0,8.0,4.0,2.0,19.5,7.31,28.5,8.55,38.0,13.81,3,80.0,2.4,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,236.5,37.5"
"64.5,36.0,50.0,18.0,21.0,64.2542372881356,3.0,4.5,5.0,6.0,8.0,4.303037974683544,3.5,2.0,9.5,3.56,3.0,0.9,24.75,9.0,3,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,189.5,30.0"
"68.5,77.5,70.0,46.0,37.0,64.2542372881356,7.5,8.0,4.5,6.0,4.071854838709677,5.0,1.0,2.0,21.0,7.87,15.5,4.65,28.5,10.36,3,60.0,1.8,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,299.0,32.0"
"69.0,87.0,105.0,0.0,67.0,64.2542372881356,10.0,9.5,3.0,4.219453124999999,5.0,4.303037974683544,10.5,2.0,32.5,12.18,24.5,7.35,36.25,13.18,3,80.0,2.4,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,328.0,38.0"
"71.5,38.0,79.0,41.0,64.50335570469798,64.2542372881356,6.5,2.5,4.5,4.219453124999999,4.071854838709677,4.303037974683544,5.983970588235294,2.0,13.0,4.87,11.0,3.3,17.0,6.18,3,75.0,2.25,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,229.5,13.5"
"72.0,82.0,101.0,0.0,55.0,64.2542372881356,7.0,0.0,9.0,8.0,7.0,7.0,3.5,2.0,22.5,8.43,16.5,4.95,33.75,12.27,3,95.0,2.85,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,310.0,41.5"
"65.0,71.5,111.0,48.0,64.50335570469798,64.2542372881356,7.0,2.5,4.5,4.0,8.0,2.0,5.983970588235294,2.0,15.0,5.62,1.5,0.45,16.5,6.0,3,65.0,1.95,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,295.5,28.0"
"57.40562015503876,25.0,54.0,14.0,0.0,64.2542372881356,1.0,0.5,2.0,3.0,2.0,4.303037974683544,5.983970588235294,2.0,5.0,1.87,1.5,0.45,12.0,4.36,3,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,93.0,8.5"
"68.5,86.0,78.0,54.0,73.0,64.2542372881356,0.0,0.0,5.5,8.5,7.0,4.0,3.5,2.0,15.0,5.62,25.8,7.74,41.5,15.09,3,85.0,2.54,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,359.5,28.5"
"61.0,63.0,80.0,0.0,63.0,64.2542372881356,7.0,6.5,2.5,3.0,5.0,4.303037974683544,5.5,2.0,22.0,8.25,16.2,4.86,28.75,10.45,3,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,267.0,29.5"
"67.5,86.0,99.0,53.0,70.0,64.2542372881356,7.0,4.5,3.5,7.0,7.0,4.303037974683544,5.983970588235294,2.0,18.0,6.75,12.5,3.75,37.25,13.54,3,65.0,1.95,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,375.5,29.0"
"64.0,82.0,106.0,51.0,73.0,64.2542372881356,8.5,7.0,5.5,8.5,5.0,7.0,2.5,2.0,22.5,8.43,13.0,3.9,34.5,12.54,3,95.0,2.85,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,376.0,44.0"
"44.0,78.5,101.0,0.0,0.0,64.2542372881356,4.0,2.5,4.0,4.219453124999999,7.0,8.0,5.983970588235294,2.0,18.0,6.75,4.5,1.35,22.5,8.18,3,40.0,1.2,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,223.5,25.5"
"44.5,83.0,91.0,0.0,65.0,64.2542372881356,7.0,2.5,8.0,4.219453124999999,6.0,4.303037974683544,0.5,2.0,8.0,3.0,4.5,1.35,10.5,3.81,3,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,283.5,24.0"
"3.75,3.75,3.75,3.75,3.75,64.2542372881356,1.66,1.66,1.66,1.66,1.66,1.66,1.66,2.0,15.0,15.0,15.0,15.0,40.0,40.0,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,18.75,11.62"
"80.0,100.0,120.0,60.0,80.0,64.2542372881356,10.0,10.0,10.0,10.0,10.0,10.0,12.0,2.0,40.0,6.9103076923076925,50.0,6.097392996108949,110.0,19.87473076923077,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,440.0,72.0"
"57.40562015503876,60.609266409266404,70.01046511627908,41.48149606299212,64.50335570469798,64.2542372881356,4.039692307692308,4.082,4.669808429118774,4.219453124999999,4.071854838709677,4.303037974683544,5.983970588235294,2.0,16.178571428571427,6.9103076923076925,14.184886363636366,6.097392996108949,36.43714285714285,19.87473076923077,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,0.0,0.0"
"69.5,0.0,102.5,43.5,64.5,64.2542372881356,1.5,8.5,4.0,6.5,4.071854838709677,4.5,4.0,2.0,19.0,7.12,10.3,3.09,36.5,13.27,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,280.0,29.0"
"79.0,90.0,116.0,52.0,0.0,64.2542372881356,8.0,9.5,9.0,9.5,4.5,8.0,6.0,2.0,29.0,10.87,36.0,10.8,57.0,20.72,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,337.0,54.5"
"34.0,79.0,0.0,44.0,50.5,64.2542372881356,8.0,4.0,4.0,4.0,6.0,7.5,4.5,2.0,14.0,5.25,9.0,2.7,35.5,12.9,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,207.5,38.0"
"78.0,80.5,85.5,41.48149606299212,61.0,64.2542372881356,0.5,9.5,6.5,6.5,4.5,4.0,11.0,2.0,27.0,10.12,36.5,10.95,48.25,17.54,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,305.0,42.5"
"72.0,77.5,97.5,42.0,64.0,64.2542372881356,0.0,4.5,6.5,6.0,2.0,1.0,7.5,2.0,9.5,3.56,32.0,9.6,46.5,16.9,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,353.0,27.5"
"72.0,68.0,103.5,41.48149606299212,76.5,64.2542372881356,2.0,4.5,10.0,4.5,4.071854838709677,7.0,0.0,2.0,12.5,4.68,11.5,3.45,18.25,6.63,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,320.0,28.0"
"76.0,67.0,73.0,42.0,73.0,64.2542372881356,3.5,4.5,7.5,0.0,8.0,9.5,11.5,2.0,29.5,11.06,40.0,12.0,63.25,23.0,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,331.0,44.5"
"31.0,74.0,89.5,14.0,53.0,64.2542372881356,1.5,0.0,3.0,2.5,4.5,8.0,3.5,2.0,10.0,3.75,17.0,5.09,22.5,8.18,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,261.5,23.0"
"70.0,56.0,0.0,12.8,76.0,64.2542372881356,2.0,7.0,7.0,9.0,9.5,8.5,2.0,2.0,20.5,7.68,31.5,9.44,52.75,19.18,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,214.8,45.0"
"34.0,89.5,57.5,0.0,72.5,64.2542372881356,7.5,7.5,7.0,2.0,6.5,6.5,4.5,2.0,35.5,13.31,36.5,10.95,41.0,14.9,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,253.5,41.5"
"64.0,66.5,105.5,29.0,0.0,64.2542372881356,0.5,9.5,4.669808429118774,0.5,5.0,8.5,5.0,2.0,12.0,4.5,20.0,6.0,55.0,20.0,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,265.0,29.0"
"37.0,83.0,98.0,55.5,78.5,64.2542372881356,9.5,3.5,8.5,5.5,4.5,9.0,9.0,2.0,26.0,9.75,35.5,10.65,57.75,21.0,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,352.0,49.5"
"62.0,80.5,87.5,52.5,69.5,64.2542372881356,3.5,5.0,6.5,6.0,4.0,2.0,5.0,2.0,18.0,6.75,25.1,7.53,50.25,18.27,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,352.0,32.0"
"62.0,66.0,82.0,0.0,48.5,64.2542372881356,1.5,3.5,9.0,5.0,0.0,1.5,0.0,2.0,6.0,2.25,3.0,0.9,13.5,4.9,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,258.5,20.5"
"71.0,0.0,90.5,41.48149606299212,64.50335570469798,64.2542372881356,5.0,8.0,8.5,4.219453124999999,4.071854838709677,4.303037974683544,5.983970588235294,2.0,18.0,6.75,8.3,2.49,6.5,2.36,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,161.5,21.5"
"68.0,68.0,0.0,27.3,71.5,64.2542372881356,4.5,10.0,9.0,9.5,0.5,4.0,1.0,2.0,20.0,7.5,26.75,8.02,45.5,16.54,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,234.8,38.5"
"66.0,77.0,112.5,57.0,69.0,64.2542372881356,5.0,7.0,5.5,9.0,1.0,7.0,6.5,2.0,11.5,4.31,20.1,6.03,55.75,20.27,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,381.5,41.0"
"65.5,31.0,102.5,11.9,33.0,64.2542372881356,1.0,9.5,7.5,4.0,5.0,10.0,5.0,2.0,30.5,11.43,17.6,5.28,34.75,12.63,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,243.9,42.0"
"37.0,59.5,85.5,56.5,0.0,64.2542372881356,1.5,7.0,5.5,0.5,4.5,2.0,6.0,2.0,15.5,5.81,13.0,3.9,35.5,12.9,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,238.5,27.0"
"71.0,97.5,106.0,46.0,75.0,64.2542372881356,5.5,9.0,8.5,9.5,9.0,4.303037974683544,10.0,2.0,26.0,9.75,40.0,12.0,69.5,25.27,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,395.5,51.5"
"71.5,96.0,94.0,52.5,0.0,64.2542372881356,4.0,9.5,6.5,6.0,6.0,8.5,7.0,2.0,27.5,10.31,39.5,11.85,55.5,20.18,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,314.0,47.5"
"59.5,52.5,49.0,41.48149606299212,40.0,64.2542372881356,4.039692307692308,1.0,5.5,7.5,3.0,2.0,5.983970588235294,2.0,8.0,3.0,5.0,1.5,20.5,7.45,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,201.0,19.0"
"52.5,87.0,88.0,55.5,0.0,64.2542372881356,1.5,7.0,6.5,1.5,2.5,8.0,6.5,2.0,10.5,3.93,19.0,5.7,36.0,13.09,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,283.0,33.5"
"31.5,76.0,0.0,47.0,50.0,64.2542372881356,7.0,10.0,6.5,7.5,4.0,1.0,9.5,2.0,25.5,9.56,28.6,8.58,48.5,17.63,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,204.5,45.5"
"33.0,79.5,0.0,37.0,74.0,64.2542372881356,5.0,6.5,8.5,8.0,3.0,6.0,5.5,2.0,25.0,9.37,30.6,9.18,42.5,15.45,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,223.5,42.5"
"74.0,74.0,106.0,19.95,64.50335570469798,64.2542372881356,5.0,10.0,8.5,9.0,5.5,7.5,6.5,2.0,26.5,9.93,28.0,8.4,38.75,14.09,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,273.95,52.0"
"63.0,72.0,113.5,45.0,64.0,64.2542372881356,6.0,8.0,6.5,5.0,4.5,9.0,8.5,2.0,24.0,9.0,17.0,5.09,53.75,19.54,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,357.5,47.5"
"60.5,54.0,78.0,0.0,47.0,64.2542372881356,3.0,0.0,6.0,2.0,3.0,2.5,7.0,2.0,11.5,4.31,10.1,3.03,34.25,12.45,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,239.5,23.5"
"29.0,47.0,70.7,37.0,65.5,64.2542372881356,2.0,0.0,7.5,1.0,5.0,7.0,4.0,2.0,9.0,3.37,8.4,2.52,15.0,5.45,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,249.2,26.5"
"70.0,79.0,84.0,42.5,69.5,64.2542372881356,3.5,9.0,5.0,7.0,6.5,6.0,7.0,2.0,19.0,7.12,10.1,3.03,58.0,21.09,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,345.0,44.0"
"61.5,0.0,101.5,35.0,65.0,64.2542372881356,2.5,3.0,3.0,8.5,6.5,1.0,4.5,2.0,19.0,7.12,21.5,6.45,44.5,16.18,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,263.0,29.0"
"63.0,47.5,78.0,12.75,43.0,64.2542372881356,1.0,4.5,4.0,9.0,4.5,8.5,6.0,2.0,23.5,8.81,12.5,3.75,18.75,6.81,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,244.25,37.5"
"69.5,48.5,0.0,35.0,38.0,64.2542372881356,1.5,0.0,5.5,3.0,3.5,6.5,4.0,2.0,9.0,3.37,4.0,1.2,12.0,4.36,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,191.0,24.0"
"77.5,69.0,108.5,40.5,65.5,64.2542372881356,1.5,3.5,8.5,3.0,4.5,4.0,5.0,2.0,9.0,3.37,18.1,5.43,27.25,9.9,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,361.0,30.0"
"34.5,83.5,97.5,0.0,54.0,64.2542372881356,7.0,10.0,7.5,9.5,10.0,9.0,11.0,2.0,35.0,13.12,44.0,13.2,81.75,29.72,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,269.5,64.0"
"35.5,0.0,72.0,0.0,51.0,64.2542372881356,4.039692307692308,0.0,4.5,2.0,5.0,5.5,6.0,2.0,13.0,4.87,8.5,2.54,21.5,7.81,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,158.5,23.0"
"64.0,0.0,75.0,29.0,47.0,64.2542372881356,4.5,10.0,4.0,3.0,1.5,6.0,5.983970588235294,2.0,12.0,4.5,5.0,1.5,29.75,10.81,4,63.325,1.9968421052631578,1.919811320754717,12.88679245283019,3.548867924528302,11.687735849056605,11.464150943396227,9.1311320754717,4.227830188679245,6.299056603773585,215.0,29.0"
